user_id,spent_money,items_quantity,recommendation_percentage
76561197960694096,219.78,22,100%
76561197960713250,219.78,22,100%
76561197960721600,219.78,22,100%
76561197960721799,219.78,22,100%
76561197960743001,219.78,22,100%
76561197960799510,219.78,22,100%
76561197960802408,219.78,22,100%
76561197960802995,219.78,22,100%
76561197960803312,219.78,22,100%
76561197960811584,219.78,22,100%
76561197960811774,219.78,22,100%
76561197960874012,219.78,22,100%
76561197960877600,219.78,22,100%
76561197960888883,219.78,22,100%
76561197960891010,219.78,22,100%
76561197960946320,219.78,22,100%
76561197960959352,219.78,22,100%
76561197960959436,219.78,22,100%
76561197960962392,219.78,22,100%
76561197960963799,219.78,22,100%
76561197960971187,219.78,22,100%
76561197961051810,219.78,22,100%
76561197961108717,219.78,22,100%
76561197961111954,219.78,22,100%
76561197961118969,219.78,22,100%
76561197961124706,219.78,22,100%
76561197961157004,219.78,22,100%
76561197961172915,219.78,22,100%
76561197961187815,219.78,22,100%
76561197961216740,219.78,22,100%
76561197961222930,219.78,22,100%
76561197961234023,219.78,22,100%
76561197961247707,219.78,22,100%
76561197961279828,709.29,71,96%
76561197961325529,219.78,22,100%
76561197961375322,219.78,22,100%
76561197961448249,219.78,22,100%
76561197961464265,219.78,22,100%
76561197961465709,24.950000000000003,5,100%
76561197961527817,219.78,22,100%
76561197961533298,219.78,22,100%
76561197961567943,219.78,22,100%
76561197961572037,219.78,22,100%
76561197961612098,219.78,22,100%
76561197961628243,29.98,2,100%
76561197961631213,219.78,22,100%
76561197961637426,179.91,9,100%
76561197961643678,219.78,22,100%
76561197961648625,219.78,22,100%
76561197961663345,219.78,22,100%
76561197961672116,219.78,22,100%
76561197961702279,219.78,22,100%
76561197961718947,219.78,22,100%
76561197961739219,24.950000000000003,5,100%
76561197961745322,219.78,22,100%
76561197961823780,219.78,22,100%
76561197961838528,219.78,22,100%
76561197961840584,219.78,22,100%
76561197961857584,219.78,22,100%
76561197961860415,709.29,71,96%
76561197961892438,219.78,22,100%
76561197961925195,219.78,22,100%
76561197961948959,179.91,9,100%
76561197961951233,219.78,22,100%
76561197962023392,219.78,22,100%
76561197962025274,219.78,22,100%
76561197962048866,219.78,22,100%
76561197962077181,1739.1299999999999,87,94%
76561197962080059,219.78,22,100%
76561197962089166,219.78,22,100%
76561197962104795,219.78,22,100%
76561197962175536,219.78,22,100%
76561197962197347,219.78,22,100%
76561197962221247,159.92,8,88%
76561197962223765,14.99,1,100%
76561197962298116,219.78,22,100%
76561197962338878,219.78,22,100%
76561197962414903,99.9,10,100%
76561197962441411,219.78,22,100%
76561197962448420,219.78,22,100%
76561197962604175,219.78,22,100%
76561197962686639,219.78,22,100%
76561197962728844,219.78,22,100%
76561197962738675,219.78,22,100%
76561197962755121,219.78,22,100%
76561197962775018,219.78,22,100%
76561197962862487,219.78,22,100%
76561197962960302,219.78,22,100%
76561197963008605,219.78,22,100%
76561197963038819,219.78,22,100%
76561197963090949,219.78,22,100%
76561197963130430,219.78,22,100%
76561197963206623,219.78,22,100%
76561197963219999,219.78,22,100%
76561197963262084,219.78,22,100%
76561197963325844,179.91,9,100%
76561197963338250,219.78,22,100%
76561197963392788,219.78,22,100%
76561197963401558,219.78,22,100%
76561197963405974,219.78,22,100%
76561197963406032,219.78,22,100%
76561197963420680,219.78,22,100%
76561197963421102,219.78,22,100%
76561197963429707,219.78,22,100%
76561197963436918,219.78,22,100%
76561197963443099,219.78,22,100%
76561197963443724,219.78,22,100%
76561197963455626,219.78,22,100%
76561197963469414,219.78,22,100%
76561197963478502,219.78,22,100%
76561197963485479,219.78,22,100%
76561197963518361,219.78,22,100%
76561197963518399,219.78,22,100%
76561197963530842,219.78,22,100%
76561197963532952,219.78,22,100%
76561197963538874,219.78,22,100%
76561197963549028,219.78,22,100%
76561197963584284,219.78,22,100%
76561197963613344,219.78,22,100%
76561197963638240,219.78,22,100%
76561197963746199,219.78,22,100%
76561197963759246,219.78,22,100%
76561197963797456,219.78,22,100%
76561197963801702,219.78,22,100%
76561197963914566,219.78,22,100%
76561197963977595,219.78,22,100%
76561197964050011,219.78,22,100%
76561197964072195,219.78,22,100%
76561197964092053,219.78,22,100%
76561197964129564,219.78,22,100%
76561197964188781,219.78,22,100%
76561197964247504,219.78,22,100%
76561197964286188,219.78,22,100%
76561197964301090,219.78,22,100%
76561197964310685,219.78,22,100%
76561197964316999,219.78,22,100%
76561197964317648,219.78,22,100%
76561197964386329,219.78,22,100%
76561197964386571,219.78,22,100%
76561197964402427,219.78,22,100%
76561197964421738,219.78,22,100%
76561197964435063,219.78,22,100%
76561197964473354,219.78,22,100%
76561197964542243,219.78,22,100%
76561197964586074,219.78,22,100%
76561197964656641,219.78,22,100%
76561197964743118,219.78,22,100%
76561197964743311,709.29,71,96%
76561197964753680,219.78,22,100%
76561197964772156,219.78,22,100%
76561197964876290,219.78,22,100%
76561197964880950,219.78,22,100%
76561197964932511,219.78,22,100%
76561197965036285,219.78,22,100%
76561197965059579,219.78,22,100%
76561197965095468,219.78,22,100%
76561197965096829,219.78,22,100%
76561197965109264,219.78,22,100%
76561197965128569,219.78,22,100%
76561197965139367,219.78,22,100%
76561197965144435,219.78,22,100%
76561197965157441,219.78,22,100%
76561197965185036,219.78,22,100%
76561197965205416,219.78,22,100%
76561197965208032,219.78,22,100%
76561197965222957,219.78,22,100%
76561197965224231,219.78,22,100%
76561197965238303,219.78,22,100%
76561197965240955,219.78,22,100%
76561197965243099,219.78,22,100%
76561197965245779,219.78,22,100%
76561197965263006,219.78,22,100%
76561197965264721,219.78,22,100%
76561197965265903,219.78,22,100%
76561197965279916,219.78,22,100%
76561197965281231,219.78,22,100%
76561197965312871,219.78,22,100%
76561197965316354,219.78,22,100%
76561197965316820,219.78,22,100%
76561197965326033,219.78,22,100%
76561197965332011,219.78,22,100%
76561197965355573,219.78,22,100%
76561197965359281,219.78,22,100%
76561197965370768,219.78,22,100%
76561197965380720,219.78,22,100%
76561197965444255,219.78,22,100%
76561197965461199,219.78,22,100%
76561197965468767,219.78,22,100%
76561197965494000,219.78,22,100%
76561197965557728,219.78,22,100%
76561197965631636,219.78,22,100%
76561197965635189,219.78,22,100%
76561197965668941,219.78,22,100%
76561197965716900,219.78,22,100%
76561197965744283,709.29,71,96%
76561197965808182,219.78,22,100%
76561197965833962,219.78,22,100%
76561197965839479,219.78,22,100%
76561197965847529,219.78,22,100%
76561197965916509,219.78,22,100%
76561197965929122,219.78,22,100%
76561197965932870,219.78,22,100%
76561197965943381,219.78,22,100%
76561197966004617,219.78,22,100%
76561197966024531,219.78,22,100%
76561197966165673,219.78,22,100%
76561197966191220,219.78,22,100%
76561197966194834,709.29,71,96%
76561197966217462,219.78,22,100%
76561197966217495,219.78,22,100%
76561197966220930,219.78,22,100%
76561197966227291,709.29,71,96%
76561197966261210,219.78,22,100%
76561197966292841,219.78,22,100%
76561197966295765,219.78,22,100%
76561197966298550,219.78,22,100%
76561197966301170,219.78,22,100%
76561197966341514,219.78,22,100%
76561197966514579,219.78,22,100%
76561197966533843,219.78,22,100%
76561197966578686,219.78,22,100%
76561197966586458,219.78,22,100%
76561197966587792,219.78,22,100%
76561197966590415,219.78,22,100%
76561197966604253,219.78,22,100%
76561197966624181,219.78,22,100%
76561197966647905,219.78,22,100%
76561197966693214,219.78,22,100%
76561197966713982,219.78,22,100%
76561197966721582,219.78,22,100%
76561197966723681,219.78,22,100%
76561197966725255,219.78,22,100%
76561197966739560,219.78,22,100%
76561197966764681,219.78,22,100%
76561197966804339,219.78,22,100%
76561197966807924,219.78,22,100%
76561197966836671,219.78,22,100%
76561197966846734,219.78,22,100%
76561197966852281,219.78,22,100%
76561197966878140,219.78,22,100%
76561197966936422,219.78,22,100%
76561197966950679,219.78,22,100%
76561197966956978,219.78,22,100%
76561197966979423,219.78,22,100%
76561197967019978,219.78,22,100%
76561197967035821,219.78,22,100%
76561197967104323,219.78,22,100%
76561197967105188,709.29,71,96%
76561197967118843,219.78,22,100%
76561197967118917,219.78,22,100%
76561197967157024,219.78,22,100%
76561197967174031,219.78,22,100%
76561197967253452,219.78,22,100%
76561197967270344,219.78,22,100%
76561197967318124,219.78,22,100%
76561197967370851,219.78,22,100%
76561197967372222,219.78,22,100%
76561197967394259,219.78,22,100%
76561197967411092,219.78,22,100%
76561197967427519,219.78,22,100%
76561197967443671,219.78,22,100%
76561197967443926,219.78,22,100%
76561197967445425,219.78,22,100%
76561197967457505,219.78,22,100%
76561197967469174,219.78,22,100%
76561197967473231,219.78,22,100%
76561197967477981,219.78,22,100%
76561197967492300,219.78,22,100%
76561197967513414,219.78,22,100%
76561197967517744,219.78,22,100%
76561197967568967,219.78,22,100%
76561197967583370,219.78,22,100%
76561197967584607,219.78,22,100%
76561197967598398,219.78,22,100%
76561197967609413,709.29,71,96%
76561197967621845,219.78,22,100%
76561197967623794,219.78,22,100%
76561197967649169,219.78,22,100%
76561197967664049,219.78,22,100%
76561197967675083,219.78,22,100%
76561197967703294,219.78,22,100%
76561197967708845,219.78,22,100%
76561197967723333,219.78,22,100%
76561197967756999,219.78,22,100%
76561197967787808,219.78,22,100%
76561197967789230,219.78,22,100%
76561197967794920,219.78,22,100%
76561197967849744,219.78,22,100%
76561197967853296,219.78,22,100%
76561197967856025,219.78,22,100%
76561197967883005,219.78,22,100%
76561197967886769,219.78,22,100%
76561197967915075,709.29,71,96%
76561197967947947,219.78,22,100%
76561197968027714,219.78,22,100%
76561197968034630,219.78,22,100%
76561197968090935,219.78,22,100%
76561197968108638,219.78,22,100%
76561197968136686,219.78,22,100%
76561197968154216,219.78,22,100%
76561197968167449,219.78,22,100%
76561197968184802,219.78,22,100%
76561197968205306,219.78,22,100%
76561197968269984,219.78,22,100%
76561197968284494,709.29,71,96%
76561197968287469,219.78,22,100%
76561197968293229,219.78,22,100%
76561197968305777,219.78,22,100%
76561197968307794,219.78,22,100%
76561197968309477,219.78,22,100%
76561197968314652,219.78,22,100%
76561197968331328,219.78,22,100%
76561197968361273,219.78,22,100%
76561197968362646,709.29,71,96%
76561197968373869,219.78,22,100%
76561197968376795,219.78,22,100%
76561197968406106,709.29,71,96%
76561197968409776,219.78,22,100%
76561197968411887,219.78,22,100%
76561197968414429,219.78,22,100%
76561197968432179,199.89999999999998,10,100%
76561197968474193,219.78,22,100%
76561197968515654,709.29,71,96%
76561197968515942,709.29,71,96%
76561197968547556,219.78,22,100%
76561197968572338,219.78,22,100%
76561197968594848,219.78,22,100%
76561197968602819,219.78,22,100%
76561197968606273,219.78,22,100%
76561197968620326,219.78,22,100%
76561197968623460,219.78,22,100%
76561197968627825,709.29,71,96%
76561197968647482,219.78,22,100%
76561197968683994,219.78,22,100%
76561197968694830,219.78,22,100%
76561197968697949,219.78,22,100%
76561197968760638,219.78,22,100%
76561197968761070,219.78,22,100%
76561197968765108,219.78,22,100%
76561197968819541,219.78,22,100%
76561197968819806,219.78,22,100%
76561197968874281,219.78,22,100%
76561197968887720,219.78,22,100%
76561197968915746,219.78,22,100%
76561197968942250,219.78,22,100%
76561197968951553,709.29,71,96%
76561197968986231,219.78,22,100%
76561197968995739,219.78,22,100%
76561197969020980,219.78,22,100%
76561197969099222,219.78,22,100%
76561197969180389,219.78,22,100%
76561197969208352,219.78,22,100%
76561197969210592,219.78,22,100%
76561197969309317,219.78,22,100%
76561197969314107,219.78,22,100%
76561197969331617,219.78,22,100%
76561197969332199,219.78,22,100%
76561197969339666,219.78,22,100%
76561197969361001,219.78,22,100%
76561197969375164,219.78,22,100%
76561197969407671,219.78,22,100%
76561197969434273,709.29,71,96%
76561197969506741,359.82,18,100%
76561197969526559,219.78,22,100%
76561197969534642,219.78,22,100%
76561197969569445,219.78,22,100%
76561197969572003,219.78,22,100%
76561197969577656,709.29,71,96%
76561197969599867,219.78,22,100%
76561197969661732,219.78,22,100%
76561197969663913,219.78,22,100%
76561197969678202,219.78,22,100%
76561197969678792,219.78,22,100%
76561197969690601,709.29,71,96%
76561197969726674,709.29,71,96%
76561197969731516,219.78,22,100%
76561197969744612,709.29,71,96%
76561197969747452,219.78,22,100%
76561197969757162,219.78,22,100%
76561197969792821,219.78,22,100%
76561197969800840,219.78,22,100%
76561197969868617,219.78,22,100%
76561197969938407,219.78,22,100%
76561197969946076,219.78,22,100%
76561197969956494,219.78,22,100%
76561197969968914,219.78,22,100%
76561197970020418,219.78,22,100%
76561197970021062,219.78,22,100%
76561197970030775,39.92,8,62%
76561197970037772,219.78,22,100%
76561197970059381,219.78,22,100%
76561197970076726,219.78,22,100%
76561197970095939,219.78,22,100%
76561197970097668,219.78,22,100%
76561197970132164,219.78,22,100%
76561197970137892,219.78,22,100%
76561197970147684,219.78,22,100%
76561197970148466,219.78,22,100%
76561197970168558,219.78,22,100%
76561197970173381,709.29,71,96%
76561197970225847,219.78,22,100%
76561197970293781,9.99,1,no recommendation
76561197970317038,219.78,22,100%
76561197970329595,709.29,71,96%
76561197970347433,219.78,22,100%
76561197970398639,709.29,71,96%
76561197970437712,709.29,71,96%
76561197970492914,709.29,71,96%
76561197970496656,219.78,22,100%
76561197970500142,709.29,71,96%
76561197970502736,219.78,22,100%
76561197970512992,709.29,71,96%
76561197970523542,709.29,71,96%
76561197970524334,709.29,71,96%
76561197970528472,219.78,22,100%
76561197970528598,709.29,71,96%
76561197970528840,709.29,71,96%
76561197970529590,709.29,71,96%
76561197970530608,219.78,22,100%
76561197970532578,219.78,22,100%
76561197970537259,219.78,22,100%
76561197970541216,219.78,22,100%
76561197970542002,709.29,71,96%
76561197970542592,709.29,71,96%
76561197970544576,709.29,71,96%
76561197970547350,219.78,22,100%
76561197970548777,179.91,9,100%
76561197970551076,219.78,22,100%
76561197970565267,709.29,71,96%
76561197970580235,709.29,71,96%
76561197970600478,709.29,71,96%
76561197970628046,709.29,71,96%
76561197970628382,219.78,22,100%
76561197970642656,709.29,71,96%
76561197970643572,709.29,71,96%
76561197970651868,709.29,71,96%
76561197970652384,709.29,71,96%
76561197970656194,4877.5599999999995,244,99%
76561197970657488,709.29,71,96%
76561197970660444,709.29,71,96%
76561197970668319,709.29,71,96%
76561197970675875,709.29,71,96%
76561197970686545,709.29,71,96%
76561197970688011,709.29,71,96%
76561197970690761,219.78,22,100%
76561197970691161,31.96,4,100%
76561197970692869,709.29,71,96%
76561197970693243,219.78,22,100%
76561197970723780,709.29,71,96%
76561197970724420,709.29,71,96%
76561197970725078,709.29,71,96%
76561197970733576,219.78,22,100%
76561197970737508,259.74,26,100%
76561197970738784,219.78,22,100%
76561197970739448,709.29,71,96%
76561197970754503,709.29,71,96%
76561197970754837,219.78,22,100%
76561197970757585,709.29,71,96%
76561197970758033,709.29,71,96%
76561197970767631,709.29,71,96%
76561197970767761,709.29,71,96%
76561197970773965,709.29,71,96%
76561197970812298,709.29,71,96%
76561197970816430,709.29,71,96%
76561197970818100,709.29,71,96%
76561197970828806,709.29,71,96%
76561197970835772,709.29,71,96%
76561197970844697,709.29,71,96%
76561197970847001,709.29,71,96%
76561197970851299,709.29,71,96%
76561197970874404,219.78,22,100%
76561197970895200,709.29,71,96%
76561197970898434,39.98,2,50%
76561197970905284,709.29,71,96%
76561197970909973,219.78,22,100%
76561197970912667,709.29,71,96%
76561197970936821,179.91,9,100%
76561197970951048,709.29,71,96%
76561197970953564,179.91,9,100%
76561197970969335,39.98,2,50%
76561197970972400,179.91,9,100%
76561197970982479,219.78,22,100%
76561197970997520,709.29,71,96%
76561197971005450,179.91,9,100%
76561197971027247,219.78,22,100%
76561197971044458,709.29,71,96%
76561197971050940,709.29,71,96%
76561197971059162,709.29,71,96%
76561197971071859,709.29,71,96%
76561197971074473,709.29,71,96%
76561197971076715,709.29,71,96%
76561197971076881,219.78,22,100%
76561197971077683,219.78,22,100%
76561197971077817,709.29,71,96%
76561197971085631,709.29,71,96%
76561197971088208,219.78,22,100%
76561197971090890,709.29,71,96%
76561197971097974,709.29,71,96%
76561197971111615,219.78,22,100%
76561197971119511,709.29,71,96%
76561197971128349,219.78,22,100%
76561197971128924,709.29,71,96%
76561197971149785,709.29,71,96%
76561197971157949,599.6999999999999,30,93%
76561197971177524,4877.5599999999995,244,99%
76561197971180788,9.99,1,100%
76561197971184192,709.29,71,96%
76561197971188713,179.91,9,100%
76561197971193008,709.29,71,96%
76561197971207409,219.78,22,100%
76561197971253101,219.78,22,100%
76561197971256061,709.29,71,96%
76561197971259035,709.29,71,96%
76561197971268020,709.29,71,96%
76561197971285616,219.78,22,100%
76561197971325744,709.29,71,96%
76561197971327741,709.29,71,96%
76561197971333742,709.29,71,96%
76561197971336570,709.29,71,96%
76561197971362297,219.78,22,100%
76561197971366625,709.29,71,96%
76561197971369024,709.29,71,96%
76561197971395842,709.29,71,96%
76561197971399999,709.29,71,96%
76561197971401137,709.29,71,96%
76561197971402201,709.29,71,96%
76561197971402877,709.29,71,96%
76561197971430664,709.29,71,96%
76561197971440875,709.29,71,96%
76561197971458050,149.85,15,100%
76561197971463775,709.29,71,96%
76561197971470597,709.29,71,96%
76561197971494584,709.29,71,96%
76561197971495476,709.29,71,96%
76561197971534022,709.29,71,96%
76561197971535079,219.78,22,100%
76561197971541516,709.29,71,96%
76561197971559056,709.29,71,96%
76561197971561649,219.78,22,100%
76561197971591275,709.29,71,96%
76561197971591919,219.78,22,100%
76561197971591953,219.78,22,100%
76561197971598396,709.29,71,96%
76561197971627623,709.29,71,96%
76561197971634172,219.78,22,100%
76561197971663378,219.78,22,100%
76561197971688382,219.78,22,100%
76561197971693646,219.78,22,100%
76561197971724679,709.29,71,96%
76561197971725163,709.29,71,96%
76561197971742762,709.29,71,96%
76561197971771012,709.29,71,96%
76561197971771322,709.29,71,96%
76561197971799489,219.78,22,100%
76561197971799589,709.29,71,96%
76561197971799810,709.29,71,96%
76561197971806156,219.78,22,100%
76561197971829696,709.29,71,96%
76561197971842661,709.29,71,96%
76561197971851704,709.29,71,96%
76561197971861347,219.78,22,100%
76561197971910709,709.29,71,96%
76561197971917242,709.29,71,96%
76561197971925776,219.78,22,100%
76561197971933349,709.29,71,96%
76561197971942697,79.96,4,75%
76561197971951483,219.78,22,100%
76561197971952198,149.85,15,100%
76561197971959348,709.29,71,96%
76561197971964736,9.99,1,100%
76561197971982117,219.78,22,100%
76561197971994126,219.78,22,100%
76561197972059969,709.29,71,96%
76561197972062983,709.29,71,96%
76561197972135736,709.29,71,96%
76561197972145947,709.29,71,96%
76561197972149688,219.78,22,100%
76561197972166311,709.29,71,96%
76561197972180709,709.29,71,96%
76561197972254510,9.99,1,100%
76561197972261430,709.29,71,96%
76561197972269502,709.29,71,96%
76561197972275505,219.78,22,100%
76561197972280813,709.29,71,96%
76561197972282027,219.78,22,100%
76561197972282873,219.78,22,100%
76561197972286349,709.29,71,96%
76561197972289291,219.78,22,100%
76561197972350379,709.29,71,96%
76561197972361546,709.29,71,96%
76561197972384083,219.78,22,100%
76561197972391677,709.29,71,96%
76561197972402439,219.78,22,100%
76561197972403883,709.29,71,96%
76561197972415919,709.29,71,96%
76561197972438750,709.29,71,96%
76561197972443914,709.29,71,96%
76561197972445830,709.29,71,96%
76561197972452208,709.29,71,96%
76561197972468173,709.29,71,96%
76561197972468339,709.29,71,96%
76561197972515728,219.78,22,100%
76561197972565304,709.29,71,96%
76561197972609650,709.29,71,96%
76561197972619838,149.85,15,100%
76561197972646182,709.29,71,96%
76561197972678909,4877.5599999999995,244,99%
76561197972680037,219.78,22,100%
76561197972695242,6443.55,645,98%
